Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
695e7e9a344fa7389d0a53d6,Fase 4.2 Estados de la IA (State Machine):,https://trello.com/c/gjk2IhvD/30-fase-42-estados-de-la-ia-state-machine,"'- Idle (Patrulla).
- Chase (Perseguir objetivo).
- Combat (Usar habilidades de jefe).
- Reset (Si el jugador se aleja demasiado o muere, el enemigo vuelve y se cura).",,,,0,,0,0,0,0,2026-01-07T15:53:27.298Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7e9b9853d22a8890fc89,Fase 4.3 Interacción de Clases:,https://trello.com/c/0SdZld3o/31-fase-43-interacci%C3%B3n-de-clases,"'- Implementar una habilidad de cura, una de taunt (provocación) y una de daño directo para probar las sinergias.",,,,0,,0,0,0,0,2026-01-07T15:53:47.208Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7eab57baef1fbb3be749,Fase 5: Estructura del Mundo y Mazmorras (Mes 4),https://trello.com/c/OpL83IX1/32-fase-5-estructura-del-mundo-y-mazmorras-mes-4,"_Objetivo: Viajar del ""Bosque"" a una ""Mazmorra"" y que funcione el instanciado._",,,,0,,0,0,0,0,2026-01-07T15:41:41.887Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7ec27ca177278221ec3b,Fase 5.1 Gestión de Escenas:,https://trello.com/c/phLYD0sJ/33-fase-51-gesti%C3%B3n-de-escenas,"'- Carga aditiva de escenas o cambio de escena para mazmorras.
- Puntos de Spawn definidos.",,,,0,,0,0,0,0,2026-01-07T15:54:07.625Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7ec7d8635c3764fc0f9d,Fase 5.2 Portales e Instancias:,https://trello.com/c/Fc6VhMSu/34-fase-52-portales-e-instancias,"'- Trigger que al entrar, mueve al grupo (Network) a la escena de la mazmorra.
- Sistema de ""Muros invisibles"" basado en Nivel/Quest (según tu diseño).",,,,0,,0,0,0,0,2026-01-07T15:54:17.916Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7eccc947a29ca7f62edb,Fase 5.3 Loot y Economía Básica:,https://trello.com/c/SMGbkKAT/35-fase-53-loot-y-econom%C3%ADa-b%C3%A1sica,"'- Al morir un enemigo, generar un objeto.
- Lógica de `BoE` (Bind on Equip).
- UI de Inventario básica.",,,,0,,0,0,0,0,2026-01-07T15:54:30.571Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9d93b9af262bb213d294,Fase 6 Progresión y Especialización (Mes 5),https://trello.com/c/zwrY82WG/67-fase-6-progresi%C3%B3n-y-especializaci%C3%B3n-mes-5,"_Objetivo: Que subir de nivel tenga sentido. El jugador deja de ser genérico y empieza a definir su ""Build""._",,,,0,,0,0,0,0,2026-01-07T17:53:31.690Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9da881701fa66c138dad,Fase 6.1 Árbol de Talentos (Talent System),https://trello.com/c/6KrxbM4G/68-fase-61-%C3%A1rbol-de-talentos-talent-system,"'- **UI:** Ventana de Talentos (tecla `N`). Árboles visuales con conectores.
- **Backend:** Sistema de puntos (1 punto por nivel).
- **Efectos:**
  - _Pasivos:_ ""Aumenta Fuerza en 5%"" (Modifica stats base).
  - _Activos:_ Desbloquea nuevas habilidades en el `Spellbook`.
  - _Modificadores:_ ""Tu Bola de Fuego ahora quema"" (Cambia la lógica del hechizo).",,,,0,,0,0,0,0,2026-01-07T17:53:57.247Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9dc3df859d0617b411d7,Fase 6.2 Sistema de Crafting (Artesanía),https://trello.com/c/HzOrTWEL/69-fase-62-sistema-de-crafting-artesan%C3%ADa,"'- **Recetas:** ScriptableObjects (`Materiales requeridos` -> `Item resultante`).
- **Estaciones de Trabajo:** El jugador debe estar cerca de un objeto ""Yunque"" o ""Mesa de Alquimia"" para fabricar.
- **Lógica:** Chequeo de inventario -> Consumo de items -> Generación de item nuevo + XP de Crafting.",,,,0,,0,0,0,0,2026-01-07T17:54:20.218Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9dd9a79a01212d407a39,Fase 6.3 Entrenadores y Libros de Hechizos,https://trello.com/c/aLzaQWkK/70-fase-63-entrenadores-y-libros-de-hechizos,"'- **Progresión de Skills:** Las habilidades no aparecen solas. Hay que comprarlas con Oro a NPCs instructores según el nivel.
- **Spellbook UI:** Ventana para ver skills aprendidas y arrastrarlas a la barra de acción.",,,,0,,0,0,0,0,2026-01-07T17:54:39.588Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9df3899b9439c20f030d,Fase 7: Herramientas Sociales y de Grupo (Mes 6),https://trello.com/c/dicX7bp9/71-fase-7-herramientas-sociales-y-de-grupo-mes-6,"_Objetivo: Darle al Healer y al Tanque las herramientas para coordinarse. Sin esto, la ""Trinidad"" es injugable._",,,,0,,0,0,0,0,2026-01-07T17:55:22.829Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e056f84c17be15b56db,Fase 7.1 Marcos de Unidad de Grupo (Party/Raid Frames),https://trello.com/c/ndoOzL29/72-fase-71-marcos-de-unidad-de-grupo-party-raid-frames,"'- **Vital:** El Healer necesita ver las barras de vida de sus 4 compañeros en la pantalla estáticas (no solo sobre sus cabezas en 3D).
- **Funcionalidad:** Clic en la barra de vida = Seleccionar a ese compañero (para curarlo).
- **Estados:** Mostrar debuffs importantes sobre la barra (ej. ""Envenenado"" para que el Healer lo limpie).",,,,0,,0,0,0,0,2026-01-07T17:55:34.024Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e25f0935467496dbe19,Fase 7.2 Sistema de Chat y Comunicación,https://trello.com/c/suDkxOc2/73-fase-72-sistema-de-chat-y-comunicaci%C3%B3n,"'- **Canales:** General (Zona), Grupo (Solo party), Susurro (Privado).
- **Comandos:** `/invitar Nombre`, `/salir`.
- **Combat Log:** Ventana de texto que muestra: _""Orco te golpea por 50 daño (Mitigado 10)""_. Esencial para que el Tanque entienda por qué murió.",,,,0,,0,0,0,0,2026-01-07T17:56:01.784Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e3ece2ec815140d30f0,Fase 7.3 Sistema de Grupo (Party Logic),https://trello.com/c/JMlWAX64/74-fase-73-sistema-de-grupo-party-logic,"'- **Líder de Grupo:** Capacidad de invitar, expulsar y marcar objetivos (poner un icono de ""Calavera"" sobre un enemigo).
- **Compartir Misiones:** Si el líder acepta una misión, se ofrece a los miembros (si cumplen requisitos).",,,,0,,0,0,0,0,2026-01-07T17:56:19.595Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e54b4a99a396487b305,"Fase 8 Creación de Contenido y ""Level Design"" (Mes 7-8)",https://trello.com/c/meuTDBuz/75-fase-8-creaci%C3%B3n-de-contenido-y-level-design-mes-7-8,_Objetivo: Dejar de usar cubos grises y construir el juego real. Esta fase es menos código y más arte/diseño._,,,,0,,0,0,0,0,2026-01-07T17:57:12.576Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e8704b2d521a2b8383c,Fase 8.1 Pipeline de Biomas,https://trello.com/c/OoiiSDUM/76-fase-81-pipeline-de-biomas,"'- Construcción de las 5 regiones (Terreno, Iluminación, Decoración).
- Configuración de Spawners de enemigos (Zonas de respawn).",,,,0,,0,0,0,0,2026-01-07T17:57:32.956Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9e9b5afe057416530bce,Fase 8.2 Scripting de Encuentros (Jefes),https://trello.com/c/0jE5Tdx1/77-fase-82-scripting-de-encuentros-jefes,"'- Programar la lógica específica de los 5 Jefes de Mazmorra Grande.
- _Ejemplo Boss:_ ""Al 50% de vida, se vuelve inmune y convoca 4 esbirros que el Tanque debe agarrar"".
- Esto requiere extender la IA de la Fase 4 para soportar fases personalizadas.",,,,0,,0,0,0,0,2026-01-07T17:58:00.155Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9ebc07407f71377857c6,Fase 8.3 Cinemáticas y Narrativa,https://trello.com/c/2FZao9hP/78-fase-83-cinem%C3%A1ticas-y-narrativa,"'- Diálogos con NPCs (Sistema de Quest Text).
- Cinemática de entrada a Bosses (Timeline de Unity).",,,,0,,0,0,0,0,2026-01-07T17:58:23.249Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9ed5f4190c2dca9bc0f5,"Fase 9 Pulido, UX y End-Game (Mes 9)",https://trello.com/c/PxNq2IuK/79-fase-9-pulido-ux-y-end-game-mes-9,_Objetivo: Convertir el proyecto en un producto profesional listo para Steam._,,,,0,,0,0,0,0,2026-01-07T17:58:51.507Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9ee9b1c3b7179aa13d9c,Fase 9.1 Menús de Configuración (Settings),https://trello.com/c/WwCu0Kqu/80-fase-91-men%C3%BAs-de-configuraci%C3%B3n-settings,"'- **Gráficos:** Resolución, Calidad de Sombras, Pantalla completa/Ventana.
- **Audio:** Sliders para Música, FX, Voces.
- **Keybindings (Reasignación de Teclas):** **Crucial para PC.** Permitir que el jugador cambie `W` por `Z` o sus habilidades",,,,0,,0,0,0,0,2026-01-07T17:59:17.168Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9f0a766ffb487336ac35,Fase 9.2 Audio Implementation,https://trello.com/c/ELELspB4/81-fase-92-audio-implementation,"'- Integrar música adaptativa (Cambia al entrar en combate).
- Sonidos de impacto, pasos, UI, ambiente.",,,,0,,0,0,0,0,2026-01-07T17:59:47.764Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9f2f9b661e5ebfd8af21,"Fase 9.3 El ""True Form"" (End-Game)",https://trello.com/c/HvzWcmbd/82-fase-93-el-true-form-end-game,"'- Implementar el modo ""New Game+"" o Dificultad Heroica para las mazmorras existentes (Escalado numérico de stats).",,,,0,,0,0,0,0,2026-01-07T18:00:25.154Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e9f5d1ed137287da3c458,Fase 10: Lanzamiento y Operaciones (Mes 10+),https://trello.com/c/klt6LX1l/83-fase-10-lanzamiento-y-operaciones-mes-10,"'- Integración con Steamworks (Logros, Amigos de Steam).
- Bug fixing masivo (Beta cerrada).
- Optimización de red (Reducir el ancho de banda).",,,,0,,0,0,0,0,2026-01-07T18:01:08.059Z,695e6258209e2ab72be6c01e,Pendiente,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e6249073b6006ec3bf471,Fase 1: El Esqueleto de Red y Movimiento (Semana 1-2),https://trello.com/c/eh4RJxuq/8-fase-1-el-esqueleto-de-red-y-movimiento-semana-1-2,"_Objetivo: Un cubo se mueve en la pantalla de dos jugadores distintos y se ven mutuamente._

Antes de hacer hechizos o inventarios, necesitamos que el multijugador funcione.",,,,0,,0,0,0,0,2026-01-07T23:30:27.731Z,695e625065b372428e6d5013,Terminado,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,true,
695e7d1d740634a8e3c15f67,Fase 1.1 Configuración de Netcode for GameObjects (NGO):,https://trello.com/c/zGNzpxkt/17-fase-11-configuraci%C3%B3n-de-netcode-for-gameobjects-ngo,"'- Instalar el paquete `com.unity.netcode.gameobjects`.
- Crear el `NetworkManager`.
- Configurar el transporte (recomiendo **Unity Transport**).
- _Meta:_ Lograr conectar un ""Host"" y un ""Cliente"" en local.",,,,0,,0,0,0,0,2026-01-07T23:30:50.473Z,695e625065b372428e6d5013,Terminado,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,true,
695e7d31a0584f78791334f9,Fase 1.2 Controlador de Personaje Básico (Greybox),https://trello.com/c/xg0b9ZZP/18-fase-12-controlador-de-personaje-b%C3%A1sico-greybox,"'- Usar un modelo cápsula.
- Implementar movimiento en tercera persona (WASD + Salto).
- Cámara (Cinemachine es ideal aquí).
- Sincronización de red: `NetworkTransform` para que los jugadores vean moverse a los otros.",,,,0,,0,0,0,0,2026-01-07T23:30:55.260Z,695e625065b372428e6d5013,Terminado,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,true,
695e7e29941d45ad22d93b48,Fase 2.1 Estructura de Datos (ScriptableObjects & Classes):,https://trello.com/c/8KkccucX/21-fase-21-estructura-de-datos-scriptableobjects-classes,"'- Definir la clase `CharacterData` (Nivel, XP, Clase, InventarioIDs).
- Definir las `BaseStats` (Fuerza, Intelecto, Aguante) usando ScriptableObjects para configurar las clases (Guerrero/Mago).",,,,0,,0,0,0,0,2026-01-07T23:30:52.046Z,695e625065b372428e6d5013,Terminado,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,true,
695e7362fac2bfd5a768e535,1. Vision General,https://trello.com/c/4A6NFlrR/9-1-vision-general,"Un Micro-MMORPG cooperativo para 1 a 10 jugadores. Combina la ""Santa Trinidad"" de WoW con la portabilidad de servidor de Valheim.",,,,0,,0,0,0,0,2026-01-07T14:56:06.392Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e73f7531e97bc30bc7dc5,2. Arquitectura Tecnica,https://trello.com/c/i42lFGUk/10-2-arquitectura-tecnica,"Modelo de Red: Híbrido Host-Play (P2P con Host) / Servidor Dedicado (Headless).

Datos de Personaje: Persistencia Local (Cliente) con encriptación para evitar trampas. Permite viajar entre mundos con el mismo personaje (""Cross-World"").

Seguridad: Validación server-side al conectar (Checkeo de integridad de stats del equipo).",,,,0,,0,0,0,0,2026-01-07T14:56:20.332Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e742008d716bf9df80b1c,3. Clases y Combate,https://trello.com/c/0E0OF4LV/11-3-clases-y-combate,"3\.1 Sistema

Inputs: 20 habilidades activas (Barra principal 1-0, secundaria Ctrl + 1-0). Asignación libre de teclas.

Sin Colisión: Los jugadores no colisionan entre sí.

3\.2 Roles y Balance (La Trinidad Definida)

Cada personaje elige UNA clase única (ej. Guerrero O Mago).

Jerarquía de Daño (DPS): DPS Dedicado > Tanque/Sanador.

Jerarquía de Aguante (Mitigación): Tanque Dedicado > DPS/Sanador.

Jerarquía de Curación (Sustain): Sanador Dedicado > Tanque/DPS.

Nota: Las clases híbridas tienen capacidades de autosuficiencia para contenido en solitario, pero sus números nunca igualarán al especialista en un entorno grupal.

3\.3 Progresión

Árbol de Talentos: Puntos por nivel para especialización.

Tope de Nivel: 100.",,,,0,,0,0,0,0,2026-01-07T14:56:52.378Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7444fb59b189b65f4d69,4. Estructura del Mundo,https://trello.com/c/btjTpIcJ/12-4-estructura-del-mundo,"5 Regiones (Biomas) instanciadas conectadas linealmente.

Bosque Exuberante.

Arrecife de Coral.

Llanura Dorada.

Cordillera Montañosa.

Ciudadela Dorada.",,,,0,,0,0,0,0,2026-01-07T14:57:17.712Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7c754c074afa278b2017,5. Mazmorras y Encuentro,https://trello.com/c/whSH8a0F/13-5-mazmorras-y-encuentro,"El contenido PvE principal está fuertemente estructurado.

5\.1 Distribución del Contenido

Cada una de las 5 Regiones contiene:

3 Mazmorras Pequeñas (3 Jefes cada una).

1 Mazmorra Grande (5 Jefes, contiene el jefe de historia de la zona).

Total del juego: 15 Mazmorras Pequeñas + 5 Grandes.

5\.2 Mecánicas

Escalado Flex:

Numérico (Vida/Daño) según número de jugadores.

Mecánico (Habilidades complejas requieren más jugadores o se simplifican para solos).

Wipes y Respawn:

Mazmorra Pequeña: Respawn al inicio.

Mazmorra Grande: Puntos de control (Checkpoints) tras ciertos jefes.

Muerte en combate: Se debe esperar el final del encuentro.",,,,0,,0,0,0,0,2026-01-07T15:32:34.996Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7caea080ff18807fef30,6. Economia y Sistemas,https://trello.com/c/R7I1lhC1/14-6-economia-y-sistemas,"6\.1 Loot y Comercio

Reparto: Configurable (Personal Loot / Need or Greed).

Regla de Vinculación (Binding): ""Ligado al Equipar"" (BoE).

Si el ítem cae y lo guardas en la mochila: Es Comerciable.

Si te equipas el ítem (lo usas): Queda Ligado al Personaje (Intransferible).

Esto permite comercio libre pero evita el ""préstamo infinito"" de equipo de alto nivel.

6\.2 Crafting

Universal (sin clases de oficio).

Aprendizaje por Instructores (NPC) + Práctica.

Recetas desbloqueadas por nivel y región.

6\.3 Muerte y Desgaste

Mundo: Corpse run (fantasma).

Desgaste: Equipo pierde durabilidad al morir. Si llega a 0, pierde stats hasta reparar con Oro.",,,,0,,0,0,0,0,2026-01-07T15:33:17.826Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7cc4bb851e554e83413a,7. Questing,https://trello.com/c/RWOqhzUQ/15-7-questing,"Sincronización: Misión debe estar activa en el diario personal para contar.

Objetivos: Completar un objetivo (ej. matar jefe) cuenta para todo el grupo simultáneamente si tienen la misión.",,,,0,,0,0,0,0,2026-01-07T15:33:40.103Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e7ccacaba7365b745fa91,8. End-game,https://trello.com/c/EFCnHMjy/16-8-end-game,"Al llegar al Nivel 100 y completar la Ciudadela:

Dificultad Aumentada: Rejugar mazmorras en modo difícil para loot Tier Máximo.

Mazmorra Final ""True Form"": Nueva dificultad para la última mazmorra grande con una fase oculta del Jefe Final y cinemática verdadera (True Ending).

Contenido Abierto: Finalización de misiones secundarias y coleccionismo en el mundo.",,,,0,,0,0,0,0,2026-01-07T15:33:55.447Z,695e7349582c067e3cd88315,Documento de Especificación Técnica y de Diseño v1.2,695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e822f6501ebc9cb76ab49,1. Visión de la Fase,https://trello.com/c/9rHKaTlM/36-1-visi%C3%B3n-de-la-fase,"El objetivo es establecer la arquitectura de red y el ""Game Feel"" del movimiento. Al finalizar, dos o más jugadores podrán conectarse vía internet, elegir una visualización básica (Clase A/B), aparecer en el mundo en su última posición conocida y moverse con controles estilo MMORPG clásico, viéndose mutuamente con fluidez.",,,,0,,0,0,0,0,2026-01-07T15:57:03.781Z,695e821aa81519bcc6a7e2f5,Documento de Especificación Técnica - Fase 1: Core de Red y Locomoción V1.0 Motor: Unity 6 | Stack: Netcode for GameObjects (NGO),695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
695e823789d5e9042f00d860,2. Arquitectura de Red (Netcode),https://trello.com/c/5K4eSXd2/37-2-arquitectura-de-red-netcode,"#### 2.1 Configuración General

- **Topología:** Host-Server (Un jugador es Servidor + Cliente, los demás son Clientes).
- **Transporte:** Unity Transport (UTP).
- **Servicios:** Unity Relay (para conexión remota sin puertos) + Unity Lobby (para descubrimiento de partidas).

#### 2.2 Autoridad y Sincronización

- **Transform Authority:** `ClientNetworkTransform`.
  - _Decisión:_ El cliente tiene autoridad sobre su posición. Esto elimina el lag de input (movimiento instantáneo al pulsar tecla).
- **Interpolación:** Agresiva / Alta.
  - _Configuración:_ En el componente `NetworkTransform`, habilitar interpolación. Si hay pérdida de paquetes, el personaje remoto se deslizará suavemente hacia su nueva posición en lugar de teletransportarse, priorizando la estética sobre la precisión milimétrica.

#### 2.3 Flujo de Conexión (Payload)

Para cumplir con el requisito de ""Spawnear donde se desconectó"" (Opción C), utilizaremos el **Connection Payload**.

1. El Cliente lee su posición guardada localmente (PlayerPrefs temporalmente).
2. Al solicitar conexión, envía un `byte[] payload` conteniendo: `Vector3 LastPosition` y `int ClassSelectionID`.
3. El Servidor lee el payload y mueve al jugador a esa posición inmediatamente después de instanciarlo.

---",,,,0,,0,0,0,0,2026-01-07T15:57:14.550Z,695e821aa81519bcc6a7e2f5,Documento de Especificación Técnica - Fase 1: Core de Red y Locomoción V1.0 Motor: Unity 6 | Stack: Netcode for GameObjects (NGO),695e60ec35ff28d544289011,Proyecto Juego RPG,false,,false,
